,AROU_M,VAL_M,DOM_M,CNC_M,IMAG_M,FAM_M,AOA_M,SIZE_M,GEND_M
dim_118,-0.019301003214732042,0.024893762621339223,0.03285965330215697,0.028433129485128796,0.0184575637442471,-0.02680641837038001,-0.00027534930706269687,-0.019861380695455337,-0.039813635799406576
dim_119,4.3582384211036545e-05,0.03182397190078171,0.02548336657027106,-0.041378179981550536,-0.04614654360328615,-0.0282170664239193,0.021704592486840032,0.025443073383595676,0.04063173270223754
dim_120,-0.05539806242058056,-0.011250262208348284,-0.04689645736689349,-0.010476035934015988,-0.01192749183263431,-0.01486206657654945,0.04251301853650923,-0.021548997372324036,0.017195168064485712
dim_121,0.01928886133127494,0.0334824389129171,0.03379774697363275,0.016608592370716452,0.00016852259166599636,-0.03886075603980414,0.016644777653994622,-0.04706241518596931,0.01636335634438443
dim_122,0.030540876244417446,0.08421382389951895,0.1085848202080778,0.09397650564579858,0.09720744733570018,0.06999981304019076,-0.06886061285082314,0.03949239358900282,0.022435558179565735
dim_123,0.016763852581078015,-0.0015890391792232387,0.043445837564614204,-0.05924851301688884,-0.05535283095716859,-0.025081692536998167,0.040264757982960295,-0.019550296161114054,0.01672438342702261
dim_124,-0.047555592674618896,-0.05555104148526147,-0.017260862918135247,0.025992972141395308,-0.011043266683394512,-0.016172518612883876,0.052079344568644124,-0.03583178739948304,0.07400530959320656
dim_125,-0.024984239742525314,0.025456675751426558,0.03313729624045986,-0.010391670782865512,0.0006947819629082474,0.006711998298072093,-0.005448656476413444,-0.04183826145643836,0.021081508543921153
dim_126,0.012153705482434966,-0.0028414279385250148,-0.019059526341637507,0.04764460727750752,0.0426271788644651,-0.012692978501328714,0.001932897859082228,-0.025549720229002492,0.0014516865500502113
dim_127,-0.025470178193605256,0.01830446803527644,0.0357629099651569,0.012109114313897865,-0.0003431290446963705,-0.03372499016783523,-0.009998714890760237,-0.07512658395986786,0.0022326111540366417
dim_128,0.02659062531590886,-0.038544593315173424,-0.06906926164427288,-0.02457728225643149,-0.005871249738825238,0.030438347520025794,-0.017374419504444703,-0.025506322071469426,-0.04265220578288545
